condition,replicate_id,n_sessions,backend,leakage_rate,independence_ratio,helpfulness_mean,pedagogy_mean,acc_immediate,acc_delayed,acc_transfer,tutor_tokens,total_tokens,n_model_calls,visible_tutor_turns
conv_socratic,5,1,live,0.0,0.9333333333333333,4.819444444444445,4.875,0.6666666666666666,1.0,1.0,12045.0,250441.0,79.0,24.0
conv_socratic,6,1,live,0.0,0.8333333333333334,4.777777777777778,4.861111111111112,1.0,1.0,1.0,15859.0,229240.0,68.0,24.0
conv_socratic,7,1,live,0.041666666666666664,0.9333333333333333,4.652777777777778,4.597222222222222,1.0,1.0,0.6666666666666666,12894.0,191530.0,69.0,24.0
conv_socratic,8,1,live,0.041666666666666664,0.6,4.944444444444445,4.916666666666667,1.0,1.0,0.6666666666666666,11213.0,185831.0,72.0,24.0
conv_socratic,9,1,live,0.0,0.3333333333333333,4.75,5.0,1.0,1.0,1.0,10451.0,151492.0,67.0,24.0
ped,0,1,live,0.041666666666666664,0.5666666666666667,4.847222222222222,4.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,27356.0,174119.0,93.0,24.0
ped,1,1,live,0.0,0.5517241379310345,4.913043478260869,4.768115942028985,1.0,1.0,1.0,25758.0,151858.0,91.0,24.0
ped,2,1,live,0.041666666666666664,0.6666666666666666,4.958333333333333,4.263888888888888,1.0,1.0,1.0,28181.0,170984.0,91.0,24.0
ped,3,1,live,0.041666666666666664,0.7666666666666667,4.625,4.055555555555555,0.3333333333333333,1.0,1.0,33641.0,206583.0,92.0,24.0
ped,4,1,live,0.2222222222222222,0.6666666666666666,4.777777777777778,4.0,1.0,1.0,1.0,32287.0,194499.0,92.0,24.0
ped,5,1,live,0.08695652173913043,0.6896551724137931,4.869565217391305,4.3478260869565215,0.6666666666666666,1.0,1.0,30443.0,189487.0,91.0,24.0
ped,6,1,live,0.20833333333333334,0.43333333333333335,4.583333333333333,3.4305555555555554,1.0,0.6666666666666666,1.0,30658.0,181211.0,91.0,24.0
ped,7,1,live,0.0,0.72,4.7894736842105265,4.5438596491228065,1.0,1.0,1.0,29090.0,190441.0,92.0,24.0
ped,8,1,live,0.0,0.7857142857142857,4.621212121212121,4.363636363636363,0.6666666666666666,1.0,1.0,30910.0,191770.0,91.0,24.0
ped,9,1,live,0.0,0.7142857142857143,4.984848484848485,4.712121212121212,0.6666666666666666,1.0,0.6666666666666666,32434.0,223896.0,92.0,24.0
ped_no_cascade,0,1,live,0.041666666666666664,0.5,4.972222222222222,4.777777777777778,1.0,1.0,1.0,28648.0,266508.0,104.0,24.0
ped_no_cascade,1,1,live,0.0,0.4666666666666667,4.791666666666667,4.833333333333333,1.0,1.0,0.6666666666666666,24370.0,153633.0,92.0,24.0
ped_no_cascade,2,1,live,0.0,0.6,5.0,4.875,1.0,1.0,0.6666666666666666,29349.0,187672.0,92.0,24.0
ped_no_cascade,3,1,live,0.0,0.7333333333333333,5.0,4.833333333333333,1.0,1.0,1.0,25912.0,150142.0,91.0,24.0
ped_no_cascade,4,1,live,0.08695652173913043,0.6896551724137931,4.956521739130435,4.782608695652174,1.0,0.6666666666666666,1.0,24818.0,147743.0,91.0,24.0
ped_no_cascade,5,1,live,0.0,0.6333333333333333,4.916666666666667,4.819444444444445,1.0,1.0,1.0,27218.0,190167.0,94.0,24.0
ped_no_cascade,6,1,live,0.0,0.5,4.875,4.958333333333333,0.6666666666666666,1.0,1.0,25118.0,149067.0,91.0,24.0
ped_no_cascade,7,1,live,0.125,0.8,4.986111111111112,4.597222222222222,1.0,1.0,1.0,27414.0,159862.0,91.0,24.0
ped_no_cascade,8,1,live,0.041666666666666664,0.5,5.0,4.916666666666667,1.0,1.0,0.6666666666666666,23954.0,161607.0,93.0,24.0
ped_no_cascade,9,1,live,0.041666666666666664,0.5333333333333333,4.986111111111112,4.944444444444445,1.0,1.0,1.0,26261.0,158097.0,92.0,24.0
ped_no_gate,0,1,live,0.08333333333333333,0.6666666666666666,5.0,4.666666666666667,0.6666666666666666,1.0,1.0,32527.0,211759.0,91.0,24.0
ped_no_gate,1,1,live,0.26666666666666666,0.6190476190476191,4.622222222222222,3.688888888888889,1.0,0.6666666666666666,1.0,30899.0,177110.0,91.0,24.0
ped_no_gate,2,1,live,0.09090909090909091,0.75,4.803030303030304,4.257575757575758,1.0,1.0,1.0,32340.0,188456.0,91.0,24.0
ped_no_gate,3,1,live,0.0,0.76,4.701754385964912,4.140350877192983,0.6666666666666666,1.0,1.0,29870.0,170624.0,92.0,24.0
ped_no_gate,4,1,live,0.0,0.9473684210526315,4.743589743589744,4.3076923076923075,1.0,0.6666666666666666,1.0,33595.0,203423.0,91.0,24.0
ped_no_gate,5,1,live,0.0625,0.9545454545454546,4.479166666666667,4.145833333333333,1.0,1.0,1.0,33122.0,188253.0,91.0,24.0
ped_no_gate,6,1,live,0.09523809523809523,0.48148148148148145,4.841269841269842,4.380952380952381,1.0,1.0,1.0,31520.0,194617.0,91.0,24.0
ped_no_gate,7,1,live,0.0,1.0,4.651515151515151,3.8787878787878785,0.6666666666666666,0.6666666666666666,1.0,30428.0,183335.0,92.0,24.0
ped_no_gate,8,1,live,0.08333333333333333,0.7,4.861111111111112,4.527777777777778,0.6666666666666666,0.6666666666666666,1.0,25919.0,227844.0,104.0,24.0
ped_no_gate,9,1,live,0.06666666666666667,0.6666666666666666,4.8,4.577777777777778,1.0,1.0,0.6666666666666666,29904.0,184620.0,92.0,24.0
ped_no_tracker,0,1,live,0.08333333333333333,0.8333333333333334,4.777777777777778,4.5,1.0,1.0,1.0,21239.0,242227.0,67.0,24.0
ped_no_tracker,1,1,live,0.043478260869565216,0.6206896551724138,4.811594202898551,4.318840579710145,0.6666666666666666,1.0,1.0,13877.0,148211.0,67.0,24.0
ped_no_tracker,2,1,live,0.045454545454545456,0.6071428571428571,4.681818181818182,4.378787878787879,1.0,1.0,1.0,13030.0,173413.0,70.0,24.0
ped_no_tracker,3,1,live,0.0,0.5333333333333333,4.944444444444445,4.694444444444445,1.0,1.0,1.0,13473.0,159750.0,67.0,24.0
ped_no_tracker,4,1,live,0.0,1.0,4.466666666666667,4.022222222222222,1.0,1.0,1.0,15461.0,158436.0,67.0,24.0
ped_no_tracker,5,1,live,0.0,1.0,4.566666666666666,4.0,1.0,1.0,0.6666666666666666,14676.0,154893.0,67.0,24.0
ped_no_tracker,6,1,live,0.0,0.8333333333333334,4.527777777777778,4.208333333333333,1.0,0.3333333333333333,1.0,15539.0,196720.0,70.0,24.0
ped_no_tracker,7,1,live,0.047619047619047616,0.8518518518518519,4.666666666666667,4.253968253968254,1.0,0.3333333333333333,1.0,15622.0,204762.0,72.0,24.0
ped_no_tracker,8,1,live,0.041666666666666664,0.5666666666666667,4.916666666666667,4.347222222222222,1.0,0.6666666666666666,0.6666666666666666,13181.0,144293.0,67.0,24.0
ped_no_tracker,9,1,live,0.0,0.8888888888888888,4.833333333333333,4.361111111111112,1.0,1.0,1.0,16150.0,170971.0,67.0,24.0
