condition,replicate_id,seed,run_id,backend,leakage_rate,independence_ratio,helpfulness_mean,pedagogy_mean,acc_immediate,acc_delayed,acc_transfer,n_train_tutor_turns,n_train_student_turns,visible_tutor_turns,student_turns,n_model_calls,tutor_tokens,student_tokens,input_tokens,output_tokens,total_tokens,leaky_turns_per_1k_tutor_tok,independent_turns_per_1k_tutor_tok,correct_probes_per_1k_tutor_tok
ped_no_tracker,4,4,abl-s0-ped_no_tracker-r4,live,0.0,1.0,4.466666666666667,4.022222222222222,1.0,1.0,1.0,15,21,24,43,67,15461,142975,152223,6213,158436,0.0,1.3582562576806156,0.5821098247202638
ped_no_tracker,5,5,abl-s0-ped_no_tracker-r5,live,0.0,1.0,4.566666666666666,4.0,1.0,1.0,0.6666666666666666,20,26,24,43,67,14676,140217,148659,6234,154893,0.0,1.7715998909784683,0.5451076587626056
ped_no_tracker,6,6,abl-s0-ped_no_tracker-r6,live,0.0,0.8333333333333334,4.527777777777778,4.208333333333333,1.0,0.3333333333333333,1.0,24,30,24,46,70,15539,181181,189334,7386,196720,0.0,1.608855138683313,0.4504794388313276
ped_no_tracker,7,7,abl-s0-ped_no_tracker-r7,live,0.047619047619047616,0.8518518518518519,4.666666666666667,4.253968253968254,1.0,0.3333333333333333,1.0,21,27,24,48,72,15622,189140,197291,7471,204762,0.06401229035974908,1.4722826782742287,0.4480860325182435
ped_no_tracker,8,8,abl-s0-ped_no_tracker-r8,live,0.041666666666666664,0.5666666666666667,4.916666666666667,4.347222222222222,1.0,0.6666666666666666,0.6666666666666666,24,30,24,43,67,13181,131112,138172,6121,144293,0.07586677793794099,1.2897352249449967,0.5310674455655868
ped_no_tracker,9,9,abl-s0-ped_no_tracker-r9,live,0.0,0.8888888888888888,4.833333333333333,4.361111111111112,1.0,1.0,1.0,12,18,24,43,67,16150,154821,164053,6918,170971,0.0,0.9907120743034057,0.5572755417956656
conv,0,0,conf-s0-conv-r0,live,0.36363636363636365,0.4117647058823529,4.818181818181818,3.0,1.0,1.0,0.6666666666666666,11,17,24,43,67,26801,307660,321544,12917,334461,0.14924816238200067,0.2611842841685012,0.29849632476400134
conv,1,1,conf-s0-conv-r1,live,0.3333333333333333,0.5238095238095238,4.888888888888888,3.3333333333333335,1.0,0.6666666666666666,1.0,15,21,24,45,69,18200,232181,240322,10059,250381,0.27472527472527475,0.6043956043956045,0.43956043956043955
conv,2,2,conf-s0-conv-r2,live,0.7777777777777778,0.5333333333333333,5.0,1.7777777777777777,1.0,0.6666666666666666,0.3333333333333333,9,15,24,44,68,20331,245361,255530,10162,265692,0.34430180512517833,0.39348777728591805,0.29511583296443855
conv,3,3,conf-s0-conv-r3,live,0.42857142857142855,0.7692307692307693,5.0,2.9047619047619047,1.0,1.0,0.6666666666666666,7,13,24,43,67,24580,274050,287319,11311,298630,0.12205044751830757,0.40683482506102525,0.3254678600488202
conv,4,4,conf-s0-conv-r4,live,0.14285714285714285,0.7777777777777778,4.555555555555555,3.365079365079365,1.0,1.0,0.6666666666666666,21,27,24,44,68,17657,221152,228961,9848,238809,0.169904287251515,1.1893300107606048,0.45307809933737325
conv,5,5,conf-s0-conv-r5,live,0.5555555555555556,0.4166666666666667,4.444444444444445,1.9814814814814814,1.0,1.0,1.0,18,24,24,45,69,18920,229402,238622,9700,248322,0.5285412262156448,0.5285412262156448,0.4756871035940803
conv,6,6,conf-s0-conv-r6,live,0.3333333333333333,0.5,4.527777777777778,2.5833333333333335,1.0,1.0,1.0,12,18,24,43,67,20093,248789,259019,9863,268882,0.1990743044841487,0.4479171850893346,0.4479171850893346
conv,7,7,conf-s0-conv-r7,live,0.7777777777777778,0.8,4.7407407407407405,1.6296296296296295,1.0,1.0,1.0,9,15,24,43,67,20323,230148,240733,9738,250471,0.3444373370073316,0.5904640062982828,0.44284800472371205
conv,8,8,conf-s0-conv-r8,live,0.25,0.3333333333333333,4.055555555555555,2.055555555555556,1.0,1.0,1.0,24,30,24,45,69,21307,273552,284264,10595,294859,0.2815975970338387,0.4693293283897311,0.422396395550758
conv,9,9,conf-s0-conv-r9,live,0.3333333333333333,0.7333333333333333,5.0,3.148148148148148,1.0,1.0,1.0,9,15,24,43,67,19405,220987,230950,9442,240392,0.1545993300695697,0.5668642102550888,0.46379799020870904
ped,0,0,conf-s0-ped-r0,live,0.041666666666666664,0.5666666666666667,4.847222222222222,4.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,24,30,24,45,93,27356,146763,165939,8180,174119,0.03655505190817371,0.621435882438953,0.18277525954086854
ped,1,1,conf-s0-ped-r1,live,0.0,0.5517241379310345,4.913043478260869,4.768115942028985,1.0,1.0,1.0,23,29,24,43,91,25758,126100,144545,7313,151858,0.0,0.6211662396148769,0.3494060097833683
ped,2,2,conf-s0-ped-r2,live,0.041666666666666664,0.6666666666666666,4.958333333333333,4.263888888888888,1.0,1.0,1.0,24,30,24,43,91,28181,142803,162915,8069,170984,0.03548490117455023,0.7096980234910045,0.31936411057095204
ped,3,3,conf-s0-ped-r3,live,0.041666666666666664,0.7666666666666667,4.625,4.055555555555555,0.3333333333333333,1.0,1.0,24,30,24,44,92,33641,172942,197102,9481,206583,0.029725632412829585,0.6836895454950804,0.2080794268898071
ped,4,4,conf-s0-ped-r4,live,0.2222222222222222,0.6666666666666666,4.777777777777778,4.0,1.0,1.0,1.0,18,24,24,44,92,32287,162212,186531,7968,194499,0.12388887168210116,0.49555548672840466,0.2787499612847276
ped,5,5,conf-s0-ped-r5,live,0.08695652173913043,0.6896551724137931,4.869565217391305,4.3478260869565215,0.6666666666666666,1.0,1.0,23,29,24,43,91,30443,159044,180404,9083,189487,0.06569654764642117,0.6569654764642118,0.2627861905856847
ped,6,6,conf-s0-ped-r6,live,0.20833333333333334,0.43333333333333335,4.583333333333333,3.4305555555555554,1.0,0.6666666666666666,1.0,24,30,24,43,91,30658,150553,173425,7786,181211,0.1630895687911801,0.4240328788570683,0.26094331006588817
ped,7,7,conf-s0-ped-r7,live,0.0,0.72,4.7894736842105265,4.5438596491228065,1.0,1.0,1.0,19,25,24,44,92,29090,161351,181451,8990,190441,0.0,0.6187693365417669,0.30938466827088346
ped,8,8,conf-s0-ped-r8,live,0.0,0.7857142857142857,4.621212121212121,4.363636363636363,0.6666666666666666,1.0,1.0,22,28,24,43,91,30910,160860,182970,8800,191770,0.0,0.7117437722419929,0.2588159171789065
ped,9,9,conf-s0-ped-r9,live,0.0,0.7142857142857143,4.984848484848485,4.712121212121212,0.6666666666666666,1.0,0.6666666666666666,22,28,24,44,92,32434,191462,214039,9857,223896,0.0,0.6166368625516434,0.21582290189307518
cold,0,0,conf-s0-cold-r0,live,,,,,1.0,1.0,0.6666666666666666,0,0,0,38,38,0,159018,153785,5233,159018,,,
cold,1,1,conf-s0-cold-r1,live,,,,,1.0,1.0,1.0,0,0,0,38,38,0,108202,105295,2907,108202,,,
cold,2,2,conf-s0-cold-r2,live,,,,,1.0,1.0,1.0,0,0,0,38,38,0,157109,152264,4845,157109,,,
cold,3,3,conf-s0-cold-r3,live,,,,,1.0,1.0,0.6666666666666666,0,0,0,38,38,0,113650,110366,3284,113650,,,
cold,4,4,conf-s0-cold-r4,live,,,,,1.0,1.0,0.6666666666666666,0,0,0,38,38,0,122871,119156,3715,122871,,,
cold,5,5,conf-s0-cold-r5,live,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,38,38,0,110056,107393,2663,110056,,,
cold,6,6,conf-s0-cold-r6,live,,,,,1.0,1.0,1.0,0,0,0,38,38,0,131438,127538,3900,131438,,,
cold,7,7,conf-s0-cold-r7,live,,,,,1.0,1.0,1.0,0,0,0,38,38,0,115834,112584,3250,115834,,,
cold,8,8,conf-s0-cold-r8,live,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,38,38,0,98050,95986,2064,98050,,,
cold,9,9,conf-s0-cold-r9,live,,,,,1.0,1.0,1.0,0,0,0,38,38,0,117096,113933,3163,117096,,,
